PESEL;Name;Surname;Date_of_birth;Sex;Driv_licence_number;Phone_number;Email;Address;City
65011752021;Aleksander;B³aszczyk;17.01.1965;female;P481452;817066982;Aleksander.B³aszczyk65@tlen.com;Ogrodowa 277/30;Olsztyn
99081329569;Bartosz;Borkowski;13.08.1999;female;D189603;173941670;Bartosz.Borkowski99@wp.com;Szkolna 83/86;Zakopane
93062662500;Andrzej;Czarnecki;26.06.1993;female;C504344;977656524;Andrzej.Czarnecki93@wp.com;Lipowa 197/33;Opole
91092574723;Aleksander;Borkowski;25.09.1991;female;K903716;717686643;Aleksander.Borkowski91@wp.com;Karciana 67/49;Kielce
57122382970;Wojciech;Zawadzki;23.12.1957;male;L433777;945104389;Wojciech.Zawadzki57@o2.com;Leœna 78/97;I³awa
88112554738;Tomasz;Krawczyk;25.11.1988;male;P196288;524442905;Tomasz.Krawczyk88@tlen.com;Krótka 8/19;Gdañsk
91072554047;Piotr;Górski;25.07.1991;female;C592906;745264102;Piotr.Górski91@tlen.com;Opolska 157/25;I³awa
50122319893;Aleksander;WoŸniak;23.12.1950;male;W138804;383835883;Aleksander.WoŸniak50@tlen.com;Kwiatowa 215/49;Szczecin
98032992854;Tomasz;Baranowski;29.03.1998;male;H886343;680112208;Tomasz.Baranowski98@gmail.com;£akowa 118/21;Olsztyn
66040494317;Grzegorz;Zakrzewska;04.04.1966;male;Z923780;193656552;Grzegorz.Zakrzewska66@o2.com;Fregatowa 234/75;£ódŸ
58111918750;Krzysztof;Sawicki;19.11.1958;male;T795923;442141283;Krzysztof.Sawicki58@tlen.com;Sosnowa 68/69;Olsztyn
53082415092;Jakub;Kowalczyk;24.08.1953;male;I894463;644452375;Jakub.Kowalczyk53@wp.com;Leœna 284/45;Opole
57100519681;Jakub;Adamska;05.10.1957;female;P928980;438239948;Jakub.Adamska57@o2.com;Opolska 233/38;Kraków
61080221929;Rafa³;Rutkowski;02.08.1961;female;W625861;364048074;Rafa³.Rutkowski61@tlen.com;Polna 65/96;Gdynia
64100196561;Grzegorz;Urbañska;01.10.1964;female;R881301;579026913;Grzegorz.Urbañska64@wp.com;Kolejowa 15/75;£ódŸ
99081094741;Grzegorz;Rutkowski;10.08.1999;female;J811104;861454983;Grzegorz.Rutkowski99@gmail.com;Kolejowa 191/21;Warszawa
68120329589;Bartosz;Kowalczyk;03.12.1968;female;E326880;230663361;Bartosz.Kowalczyk68@gmail.com;£akowa 105/67;Gdynia
79031562678;Bartosz;B³aszczyk;15.03.1979;male;T155990;561514794;Bartosz.B³aszczyk79@tlen.com;Jachtowa 231/46;Kielce
86092026236;Jan;Kowalczyk;20.09.1986;male;P826176;114947266;Jan.Kowalczyk86@gmail.com;Karciana 111/70;Olsztyn
53082876686;Bartosz;Szczepañski;28.08.1953;female;W435556;680357315;Bartosz.Szczepañski53@o2.com;Parkowa 142/32;Wroc³aw
97082892538;Rafa³;Kamiñski;28.08.1997;male;N224085;916983120;Rafa³.Kamiñski97@wp.com;S³oneczna 1/39;I³awa
92022348205;Krzysztof;Mazurek;23.02.1992;female;I573387;212873197;Krzysztof.Mazurek92@o2.com;Polna 239/20;Bydgoszcz
94100246427;Marcin;Soko³owski;02.10.1994;female;T561480;899614958;Marcin.Soko³owski94@o2.com;Kolejowa 187/54;Zakopane
74041849879;Jan;Górski;18.04.1974;male;G686692;126768158;Jan.Górski74@gmail.com;Fregatowa 101/94;Poznañ
89112847996;Jan;Borkowski;28.11.1989;male;C482283;410315614;Jan.Borkowski89@gmail.com;Brzozowa 44/24;Malbork
72011996870;Rafa³;Urbañska;19.01.1972;male;R200988;569791187;Rafa³.Urbañska72@tlen.com;Leœna 254/86;Lubin
67101144261;Jan;Czarnecki;11.10.1967;female;P372448;857814230;Jan.Czarnecki67@o2.com;Szkolna 220/61;Opole
70040267386;Adam;Czerwiñski;02.04.1970;female;N837638;485123289;Adam.Czerwiñski70@wp.com;Opolska 291/5;Lublin
80100324937;Wojciech;Rutkowski;03.10.1980;male;J289838;696400886;Wojciech.Rutkowski80@wp.com;Kwiatowa 179/42;Malbork
95121983451;Grzegorz;Czerwiñki;19.12.1995;male;U439098;834183002;Grzegorz.Czerwiñki95@wp.com;Ogrodowa 119/2;Warszawa
93101269999;Wojciech;Krawczyk;12.10.1993;male;R986293;717740039;Wojciech.Krawczyk93@o2.com;£akowa 285/57;Kraków
85041768341;Andrzej;Sawicki;17.04.1985;female;E309417;531568817;Andrzej.Sawicki85@tlen.com;Kolejowa 49/55;Rzeszów
72041834107;Grzegorz;Sobczak;18.04.1972;female;I231423;965411524;Grzegorz.Sobczak72@wp.com;Parkowa 219/34;Suwa³ki
90051547745;Rafa³;Urbañska;15.05.1990;female;H106583;207210650;Rafa³.Urbañska90@o2.com;Sosnowa 162/23;I³awa
69022144259;Dariusz;Baran;21.02.1969;male;V983102;377583522;Dariusz.Baran69@tlen.com;Parkowa 55/91;Rzeszów
72100756744;Piotr;Zawadzki;07.10.1972;female;F317071;280910153;Piotr.Zawadzki72@o2.com;Kolejowa 43/89;Gdynia
59081130862;Piotr;Baran;11.08.1959;female;E665584;788196498;Piotr.Baran59@tlen.com;Parkowa 0/70;Kielce
98012258457;Andrzej;Mazurek;22.01.1998;male;I622537;945041499;Andrzej.Mazurek98@wp.com;Kolejowa 294/82;Bydgoszcz
98101760602;Marcin;Urbañska;17.10.1998;female;Y150811;394227125;Marcin.Urbañska98@tlen.com;Szkolna 148/22;Bydgoszcz
98011675891;Piotr;Sikora;16.01.1998;male;V474749;231054601;Piotr.Sikora98@o2.com;Mazowiecka 190/88;Malbork
85081760761;Wojciech;Baran;17.08.1985;female;F160497;150715514;Wojciech.Baran85@wp.com;Parkowa 179/52;Gdynia
63021319139;Andrzej;Piotrowski;13.02.1963;male;B929014;897918541;Andrzej.Piotrowski63@gmail.com;£akowa 49/66;Szczecin
86042261748;Andrzej;Sawicki;22.04.1986;female;C394777;555908670;Andrzej.Sawicki86@wp.com;Leœna 288/26;Wroc³aw
57032156505;Bartosz;Sadowska;21.03.1957;female;N133503;634287549;Bartosz.Sadowska57@wp.com;S³oneczna 59/50;Kielce
80091922357;Wojciech;Chmielewski;19.09.1980;male;I958572;791775122;Wojciech.Chmielewski80@o2.com;Brzozowa 147/54;Kielce
65053180955;Jakub;Wiœniewski;31.05.1965;male;U831477;517058776;Jakub.Wiœniewski65@wp.com;¯aglowa 232/29;Olsztyn
91042585165;Micha³;Sikora;25.04.1991;female;O667498;379141962;Micha³.Sikora91@wp.com;Koœcielna 51/21;Zakopane
87090160785;Aleksander;Mróz;01.09.1987;female;T334032;338182953;Aleksander.Mróz87@wp.com;Akacjowa 194/40;Wroc³aw
90120624192;Aleksander;Kowalczyk;06.12.1990;male;T245358;525855567;Aleksander.Kowalczyk90@wp.com;Jachtowa 124/72;Lubin
97122269283;Marcin;Szczepañski;22.12.1997;female;Y369379;519364224;Marcin.Szczepañski97@wp.com;S³oneczna 24/77;Szczecin
86073187458;Adam;Urbañska;31.07.1986;male;I644709;356358482;Adam.Urbañska86@o2.com;Szkolna 262/65;£ódŸ
83120180201;Micha³;Sawicki;01.12.1983;female;V851355;776344035;Micha³.Sawicki83@o2.com;Opolska 30/50;Opole
80120430360;Micha³;B³aszczyk;04.12.1980;female;K860653;450793063;Micha³.B³aszczyk80@wp.com;Parkowa 30/46;Szczecin
70051971546;Micha³;Cieœlak;19.05.1970;female;R887782;253155554;Micha³.Cieœlak70@wp.com;Fregatowa 176/56;Lubin
84040437702;Jan;Zawadzki;04.04.1984;female;P196254;278731243;Jan.Zawadzki84@tlen.com;Mazowiecka 29/10;£ódŸ
61070547885;Micha³;Wasilewska;05.07.1961;female;M708797;837814722;Micha³.Wasilewska61@o2.com;Opolska 34/71;Wroc³aw
63112156955;Jan;Sadowska;21.11.1963;male;X208732;366365172;Jan.Sadowska63@gmail.com;Zielona 153/72;Kielce
57022785453;Adam;Pietrzak;27.02.1957;male;L824109;104790021;Adam.Pietrzak57@tlen.com;Opolska 114/19;Opole
94022131448;Piotr;Urbañska;21.02.1994;female;W272469;906036845;Piotr.Urbañska94@gmail.com;Brzozowa 218/19;I³awa
84100861023;Micha³;Andrzejewski;08.10.1984;female;K664468;427334586;Micha³.Andrzejewski84@wp.com;Fregatowa 112/66;Szczecin
82081290367;Micha³;Cieœlak;12.08.1982;female;E455602;643817493;Micha³.Cieœlak82@tlen.com;Zielona 157/2;Malbork
88062911000;Dariusz;Baran;29.06.1988;female;B226975;703287063;Dariusz.Baran88@wp.com;Kolejowa 211/51;Warszawa
88082229424;Wojciech;Kubiak;22.08.1988;female;G670047;152168980;Wojciech.Kubiak88@o2.com;Kwiatowa 266/63;Lubin
96070858264;Jakub;Sikora;08.07.1996;female;P990465;339738167;Jakub.Sikora96@o2.com;Kwiatowa 37/41;I³awa
84012278571;Micha³;Jakubowski;22.01.1984;male;F501304;203391698;Micha³.Jakubowski84@o2.com;Polna 40/53;Szczecin
50120719721;Jan;Borkowski;07.12.1950;female;B824304;897245370;Jan.Borkowski50@tlen.com;Koœcielna 295/19;Olsztyn
82032700737;Wojciech;Sadowska;27.03.1982;male;H400758;480260008;Wojciech.Sadowska82@o2.com;Brzozowa 215/96;Kielce
55062852623;Wojciech;Urbañska;28.06.1955;female;Y613233;283474044;Wojciech.Urbañska55@tlen.com;Polna 104/46;Toruñ
82020279967;Jan;Adamska;02.02.1982;female;K668554;941679338;Jan.Adamska82@o2.com;Polna 165/20;Gdynia
66110311859;Micha³;Górski;03.11.1966;male;T784287;435399144;Micha³.Górski66@o2.com;Kolejowa 161/94;Olsztyn
59013004916;Tomasz;Przybylski;30.01.1959;male;H920348;197472283;Tomasz.Przybylski59@o2.com;Akacjowa 3/83;Bydgoszcz
66060989093;Rafa³;Sadowska;09.06.1966;male;X192037;850302382;Rafa³.Sadowska66@wp.com;Mazowiecka 46/65;Szczecin
72060705215;Jakub;Kowalski;07.06.1972;male;A970588;521760656;Jakub.Kowalski72@tlen.com;Leœna 263/37;Poznañ
92081166613;Jakub;Górski;11.08.1992;male;R691597;768364432;Jakub.Górski92@gmail.com;Koœcielna 217/69;Toruñ
59120398837;Wojciech;Mazur;03.12.1959;male;U916982;214701946;Wojciech.Mazur59@gmail.com;Sosnowa 171/7;Suwa³ki
98022848982;Grzegorz;Sikora;28.02.1998;female;V545934;322780073;Grzegorz.Sikora98@tlen.com;S³oneczna 84/94;Gdañsk
75022376954;Grzegorz;Szymczak;23.02.1975;male;A852941;420356372;Grzegorz.Szymczak75@o2.com;Mazowiecka 264/73;Kielce
69012585774;Marcin;Borkowski;25.01.1969;male;B763156;702652437;Marcin.Borkowski69@wp.com;Krótka 270/21;Opole
66102918210;Grzegorz;Urbañska;29.10.1966;male;A237596;777215875;Grzegorz.Urbañska66@tlen.com;Parkowa 139/98;Malbork
91072221241;Jakub;Kubiak;22.07.1991;female;P120857;269226702;Jakub.Kubiak91@o2.com;Armii Krajowej 111/83;Bydgoszcz
72091609307;Adam;Piotrowki;16.09.1972;female;D859394;706420338;Adam.Piotrowki72@tlen.com;Polna 211/46;Lubin
73030782743;Wojciech;Sobczak;07.03.1973;female;J550380;927234439;Wojciech.Sobczak73@wp.com;Lipowa 6/2;Gdynia
81091291694;Jan;Sikorska;12.09.1981;male;S268746;594854226;Jan.Sikorska81@gmail.com;Kwiatowa 123/31;Toruñ
99123186930;Wojciech;Kowalczyk;31.12.1999;male;X561895;606835454;Wojciech.Kowalczyk99@gmail.com;Lipowa 231/43;Opole
87012820580;Piotr;Krawczyk;28.01.1987;female;U476206;155638178;Piotr.Krawczyk87@o2.com;Grunwaldzka 183/46;Rzeszów
84072673044;Jan;Sawicki;26.07.1984;female;D940595;481710601;Jan.Sawicki84@o2.com;Karciana 166/64;£ódŸ
99031859560;Andrzej;Zalewski;18.03.1999;female;J184259;115553075;Andrzej.Zalewski99@wp.com;Mazowiecka 113/60;Zakopane
78112903679;Andrzej;Kamiñski;29.11.1978;male;X516838;839339435;Andrzej.Kamiñski78@wp.com;Armii Krajowej 222/95;Olsztyn
76010761865;Aleksander;Kamiñski;07.01.1976;female;Y654049;754664144;Aleksander.Kamiñski76@tlen.com;Lipowa 54/23;Kraków
71042897422;Aleksander;Sikora;28.04.1971;female;C921658;702827548;Aleksander.Sikora71@o2.com;£akowa 269/83;Lubin
52052509327;Andrzej;Czerwiñki;25.05.1952;female;C651079;208109459;Andrzej.Czerwiñki52@o2.com;Armii Krajowej 149/71;Opole
93020660810;Tomasz;D¹browski;06.02.1993;male;B937182;430724504;Tomasz.D¹browski93@wp.com;Lipowa 123/36;Kielce
90082286880;Adam;Szczepañski;22.08.1990;female;Z267673;529441376;Adam.Szczepañski90@gmail.com;Sosnowa 74/92;Kielce
84061194171;Piotr;Kucharski;11.06.1984;male;S657957;191471353;Piotr.Kucharski84@wp.com;Kwiatowa 277/83;Rzeszów
61082179786;Aleksander;Kubiak;21.08.1961;female;J243684;522486974;Aleksander.Kubiak61@wp.com;Kwiatowa 162/78;Toruñ
68100518317;Marcin;Kucharski;05.10.1968;male;O936468;948050193;Marcin.Kucharski68@tlen.com;Lipowa 69/34;Bydgoszcz
83100659213;Aleksander;Urbañska;06.10.1983;male;B356158;163742606;Aleksander.Urbañska83@o2.com;£akowa 11/44;Malbork
87081055026;Rafa³;Szymczak;10.08.1987;female;S369133;376899796;Rafa³.Szymczak87@tlen.com;Armii Krajowej 242/25;Zakopane
98091215089;Adam;Zakrzewska;12.09.1998;female;S816844;397201993;Adam.Zakrzewska98@o2.com;Koœcielna 284/74;£ódŸ
64031973496;Piotr;Górski;19.03.1964;male;I984661;161300240;Piotr.Górski64@o2.com;Kwiatowa 7/20;Poznañ
89021891052;Bartosz;Mazurek;18.02.1989;male;K937161;691369459;Bartosz.Mazurek89@o2.com;Koœcielna 78/8;I³awa
92020727570;Krzysztof;Sikora;07.02.1992;male;S377716;439814722;Krzysztof.Sikora92@o2.com;¯aglowa 50/52;Szczecin
64122188781;Jan;Walczak;21.12.1964;female;P881040;701717871;Jan.Walczak64@o2.com;Ogrodowa 237/35;Malbork
66042668650;Dariusz;Baran;26.04.1966;male;T832355;365553482;Dariusz.Baran66@tlen.com;Opolska 58/74;Gdynia
55101646095;Marcin;B³aszczyk;16.10.1955;male;L596881;535042661;Marcin.B³aszczyk55@tlen.com;Parkowa 116/65;I³awa
96070956001;Jakub;Adamska;09.07.1996;female;M980027;877943006;Jakub.Adamska96@tlen.com;Grunwaldzka 264/26;I³awa
98010279384;Andrzej;Pietrzak;02.01.1998;female;A584579;540855919;Andrzej.Pietrzak98@wp.com;Szkolna 83/63;Suwa³ki
74050421025;Grzegorz;Sawicki;04.05.1974;female;W387862;789899724;Grzegorz.Sawicki74@wp.com;Akacjowa 265/75;Lublin
91093069695;Marcin;Borkowski;30.09.1991;male;R452357;557024357;Marcin.Borkowski91@o2.com;Akacjowa 95/13;Malbork
66012676536;Marcin;Wójcik;26.01.1966;male;L860530;632509007;Marcin.Wójcik66@gmail.com;Opolska 224/48;Lubin
55010413723;Grzegorz;Kamiñski;04.01.1955;female;O600319;327530742;Grzegorz.Kamiñski55@gmail.com;Parkowa 269/38;Malbork
83032257857;Wojciech;Czerwiñski;22.03.1983;male;A818391;934557358;Wojciech.Czerwiñski83@gmail.com;Krótka 39/64;Wroc³aw
53031846891;Krzysztof;Rutkowski;18.03.1953;male;X499358;408516248;Krzysztof.Rutkowski53@tlen.com;Zielona 96/83;Malbork
65021743213;Jakub;Adamska;17.02.1965;male;Q974152;743134569;Jakub.Adamska65@gmail.com;Grunwaldzka 145/19;Szczecin
73040973813;Grzegorz;Cieœlak;09.04.1973;male;B526815;410336351;Grzegorz.Cieœlak73@o2.com;Krótka 79/22;£ódŸ
90073021785;Adam;Mazur;30.07.1990;female;J536161;469551390;Adam.Mazur90@tlen.com;Mazowiecka 247/51;Suwa³ki
84062947112;Andrzej;Sadowska;29.06.1984;male;A568416;168677875;Andrzej.Sadowska84@o2.com;Parkowa 6/6;Malbork
72032768372;Jakub;Sikorska;27.03.1972;male;H177868;383815760;Jakub.Sikorska72@tlen.com;Armii Krajowej 292/81;Gdynia
64021712198;Tomasz;Kowalczyk;17.02.1964;male;T140121;343747100;Tomasz.Kowalczyk64@tlen.com;Krótka 213/5;Kielce
00021125779;Wojciech;Ostrowski;11.02.2000;male;Q754404;205453268;Wojciech.Ostrowski0@gmail.com;Brzozowa 231/6;Malbork
81092548800;Piotr;Górski;25.09.1981;female;P122242;328537058;Piotr.Górski81@gmail.com;Parkowa 39/48;Warszawa
74091707956;Andrzej;D¹browski;17.09.1974;male;P994303;327919827;Andrzej.D¹browski74@wp.com;Sosnowa 7/26;Zakopane
82062310382;Jakub;Urbañska;23.06.1982;female;G221955;992379998;Jakub.Urbañska82@tlen.com;Ogrodowa 91/32;Lubin
51011081365;Grzegorz;Andrzejewski;10.01.1951;female;D175959;699781338;Grzegorz.Andrzejewski51@gmail.com;£akowa 75/74;Rzeszów
56061636977;Andrzej;Sikorska;16.06.1956;male;A223116;470858780;Andrzej.Sikorska56@tlen.com;Jachtowa 217/24;Kraków
53072517266;Micha³;Górski;25.07.1953;female;K519613;633731634;Micha³.Górski53@gmail.com;Akacjowa 281/88;Bydgoszcz
00082635645;Aleksander;Chmielewski;26.08.2000;female;O518615;531800982;Aleksander.Chmielewski0@o2.com;Armii Krajowej 244/78;£ódŸ
98021506888;Piotr;D¹browski;15.02.1998;female;E128031;834777122;Piotr.D¹browski98@wp.com;Akacjowa 133/90;Poznañ
54032328214;Grzegorz;Czerwiñki;23.03.1954;male;L542303;295872131;Grzegorz.Czerwiñki54@o2.com;Zielona 228/98;Rzeszów
90110301737;Tomasz;Sikora;03.11.1990;male;F195115;916235405;Tomasz.Sikora90@gmail.com;Parkowa 251/70;£ódŸ
53022362231;Micha³;Kamiñski;23.02.1953;male;R270682;875691856;Micha³.Kamiñski53@tlen.com;Brzozowa 80/21;Toruñ
97030374735;Krzysztof;Kowalczyk;03.03.1997;male;G566154;739060288;Krzysztof.Kowalczyk97@tlen.com;Mazowiecka 281/45;Kielce
81121056408;Aleksander;Rutkowski;10.12.1981;female;V715661;742154958;Aleksander.Rutkowski81@tlen.com;Mazowiecka 288/84;I³awa
73040734142;Rafa³;Sobczak;07.04.1973;female;H624696;432986019;Rafa³.Sobczak73@wp.com;Brzozowa 29/72;Olsztyn
63030587844;Grzegorz;Adamska;05.03.1963;female;P406645;346407661;Grzegorz.Adamska63@wp.com;Grunwaldzka 143/11;Lubin
92122116601;Piotr;Baran;21.12.1992;female;E290273;781646508;Piotr.Baran92@gmail.com;Jachtowa 2/28;Bydgoszcz
74011897702;Piotr;Baran;18.01.1974;female;I818562;330465120;Piotr.Baran74@wp.com;Sosnowa 113/99;Lublin
73043065684;Wojciech;Wójcik;30.04.1973;female;Z880390;614139252;Wojciech.Wójcik73@tlen.com;Ogrodowa 201/44;Opole
90021508095;Adam;Soko³owski;15.02.1990;male;V276941;977258596;Adam.Soko³owski90@tlen.com;Krótka 52/28;Warszawa
57060833911;Tomasz;Mazurek;08.06.1957;male;Q311874;737369451;Tomasz.Mazurek57@wp.com;Brzozowa 6/24;Wroc³aw
99121888777;Micha³;Urbañska;18.12.1999;male;U245047;841937716;Micha³.Urbañska99@wp.com;Parkowa 222/74;£ódŸ
92091937416;Andrzej;Andrzejewski;19.09.1992;male;X509184;450060520;Andrzej.Andrzejewski92@o2.com;£akowa 151/14;Toruñ
69092408721;Tomasz;Czarnecki;24.09.1969;female;D924397;269411229;Tomasz.Czarnecki69@o2.com;Grunwaldzka 77/30;I³awa
56111446100;Wojciech;Rutkowski;14.11.1956;female;X415359;742132379;Wojciech.Rutkowski56@gmail.com;S³oneczna 282/36;Kielce
61091709762;Micha³;Sadowska;17.09.1961;female;M462152;856656621;Micha³.Sadowska61@tlen.com;Koœcielna 96/7;Toruñ
78111196963;Aleksander;Cieœlak;11.11.1978;female;J228282;376803021;Aleksander.Cieœlak78@gmail.com;Jachtowa 160/33;Opole
91011458501;Wojciech;Górski;14.01.1991;female;L683737;743765652;Wojciech.Górski91@gmail.com;S³oneczna 20/57;Kielce
76110481330;Micha³;Kamiñski;04.11.1976;male;P573625;895763554;Micha³.Kamiñski76@gmail.com;Akacjowa 151/7;Lublin
95072883775;Wojciech;Sadowska;28.07.1995;male;U806950;269928623;Wojciech.Sadowska95@wp.com;Mazowiecka 267/7;Lubin
69080977912;Krzysztof;Kowalczyk;09.08.1969;male;Q764362;456767556;Krzysztof.Kowalczyk69@o2.com;Akacjowa 211/1;Kielce
99011001229;Micha³;Laskowska;10.01.1999;female;J703337;883793482;Micha³.Laskowska99@gmail.com;Polna 214/47;Gdynia
77050941553;Adam;D¹browski;09.05.1977;male;A437471;694829382;Adam.D¹browski77@gmail.com;Armii Krajowej 126/75;Gdynia
64013020689;Rafa³;Kowalski;30.01.1964;female;K986330;391724972;Rafa³.Kowalski64@wp.com;Kwiatowa 35/56;Rzeszów
53060612541;Jan;Jakubowski;06.06.1953;female;J539992;136127531;Jan.Jakubowski53@gmail.com;Akacjowa 280/35;Rzeszów
81012379925;Adam;Rutkowski;23.01.1981;female;P335189;385398892;Adam.Rutkowski81@o2.com;Brzozowa 118/24;Olsztyn
59101947718;Jan;Wiœniewski;19.10.1959;male;W170838;210637659;Jan.Wiœniewski59@wp.com;Karciana 108/18;Olsztyn
97092372461;Krzysztof;Czerwiñski;23.09.1997;female;W659378;983528782;Krzysztof.Czerwiñski97@gmail.com;Leœna 189/32;Gdañsk
73082369000;Piotr;Sadowska;23.08.1973;female;Z351811;454524700;Piotr.Sadowska73@wp.com;Armii Krajowej 242/42;Poznañ
54022562310;Dariusz;Walczak;25.02.1954;male;X463021;693184758;Dariusz.Walczak54@wp.com;¯aglowa 279/17;Kielce
89122363452;Bartosz;Rutkowski;23.12.1989;male;Z575382;223472168;Bartosz.Rutkowski89@o2.com;Leœna 3/93;Poznañ
91101709519;Bartosz;Mróz;17.10.1991;male;E768610;616782538;Bartosz.Mróz91@wp.com;Krótka 94/38;Olsztyn
54010302447;Piotr;Rutkowski;03.01.1954;female;X881199;515537276;Piotr.Rutkowski54@gmail.com;Opolska 57/48;£ódŸ
89010344370;Jakub;Jakubowski;03.01.1989;male;N312420;119250859;Jakub.Jakubowski89@gmail.com;Fregatowa 39/18;Gdynia
76032764691;Marcin;Kowalski;27.03.1976;male;B422397;770850930;Marcin.Kowalski76@wp.com;S³oneczna 130/58;I³awa
83111270486;Adam;Czarnecki;12.11.1983;female;R434561;906865797;Adam.Czarnecki83@wp.com;Fregatowa 48/60;Gdañsk
90021664845;Adam;Rutkowski;16.02.1990;female;R853783;975199351;Adam.Rutkowski90@tlen.com;Jachtowa 174/23;Toruñ
95100494666;Adam;Pietrzak;04.10.1995;female;R897472;802484517;Adam.Pietrzak95@gmail.com;Mazowiecka 214/10;Kielce
96041886553;Tomasz;Wasilewska;18.04.1996;male;N477176;505477405;Tomasz.Wasilewska96@gmail.com;Zielona 272/37;Gdynia
94120575194;Krzysztof;Zawadzki;05.12.1994;male;F649931;442748999;Krzysztof.Zawadzki94@wp.com;Ogrodowa 80/17;Warszawa
68101553077;Jan;Borkowski;15.10.1968;male;A270187;209140873;Jan.Borkowski68@wp.com;Ogrodowa 142/92;Kielce
61121696889;Rafa³;D¹browski;16.12.1961;female;L440798;345277191;Rafa³.D¹browski61@tlen.com;Fregatowa 229/52;Rzeszów
72041617089;Piotr;Urbañska;16.04.1972;female;Y989303;389922977;Piotr.Urbañska72@gmail.com;Polna 98/88;Gdynia
81011337858;Krzysztof;Wasilewska;13.01.1981;male;Q198562;309939445;Krzysztof.Wasilewska81@gmail.com;Jachtowa 271/65;£ódŸ
60070838160;Dariusz;WoŸniak;08.07.1960;female;P189130;576060654;Dariusz.WoŸniak60@wp.com;Opolska 280/80;Szczecin
93032209080;Adam;Urbañska;22.03.1993;female;F428494;915996767;Adam.Urbañska93@o2.com;Ogrodowa 225/25;Malbork
59022848318;Wojciech;Sadowska;28.02.1959;male;I141797;929838229;Wojciech.Sadowska59@tlen.com;Leœna 74/44;Olsztyn
91062337088;Andrzej;D¹browski;23.06.1991;female;B375694;271281381;Andrzej.D¹browski91@o2.com;Kolejowa 188/0;Rzeszów
97111008531;Grzegorz;Górski;10.11.1997;male;X881681;306466622;Grzegorz.Górski97@gmail.com;S³oneczna 193/15;Gdynia
88100662764;Krzysztof;Adamska;06.10.1988;female;T829192;652544559;Krzysztof.Adamska88@gmail.com;Akacjowa 119/50;Malbork
62022647762;Dariusz;WoŸniak;26.02.1962;female;J775864;762434823;Dariusz.WoŸniak62@tlen.com;Brzozowa 186/48;Lublin
57122237424;Andrzej;Przybylski;22.12.1957;female;M830635;605017562;Andrzej.Przybylski57@wp.com;Zielona 51/4;Lubin
75111235282;Marcin;Górski;12.11.1975;female;X453374;485070843;Marcin.Górski75@tlen.com;Sosnowa 5/42;Olsztyn
71071066435;Bartosz;Szymczak;10.07.1971;male;J995352;827121029;Bartosz.Szymczak71@o2.com;S³oneczna 195/60;Rzeszów
58050295950;Dariusz;B³aszczyk;02.05.1958;male;Q386141;845131333;Dariusz.B³aszczyk58@o2.com;Leœna 291/9;Warszawa
63052872503;Tomasz;Górski;28.05.1963;female;J120832;232446673;Tomasz.Górski63@tlen.com;Sosnowa 41/11;Suwa³ki
98121470510;Marcin;Piotrowki;14.12.1998;male;C152860;262268682;Marcin.Piotrowki98@gmail.com;Armii Krajowej 101/46;Opole
85042325093;Adam;Krawczyk;23.04.1985;male;V398177;642693977;Adam.Krawczyk85@o2.com;Leœna 86/78;Wroc³aw
96062943073;Micha³;Pietrzak;29.06.1996;male;I991484;368491323;Micha³.Pietrzak96@wp.com;Jachtowa 219/74;Kielce
94092180625;Dariusz;Szymczak;21.09.1994;female;A950113;559694863;Dariusz.Szymczak94@wp.com;Karciana 170/56;£ódŸ
61031134193;Jakub;Wójcik;11.03.1961;male;G279834;637325018;Jakub.Wójcik61@wp.com;Ogrodowa 148/84;Poznañ
89072483248;Grzegorz;B³aszczyk;24.07.1989;female;Q837907;662686935;Grzegorz.B³aszczyk89@o2.com;S³oneczna 77/87;£ódŸ
99090668286;Aleksander;Kowalczyk;06.09.1999;female;J907442;916982469;Aleksander.Kowalczyk99@gmail.com;Szkolna 170/98;Kielce
67062803698;Rafa³;Adamska;28.06.1967;male;R316325;164374228;Rafa³.Adamska67@wp.com;Brzozowa 207/27;Zakopane
63030550280;Andrzej;Urbañska;05.03.1963;female;C312190;773361798;Andrzej.Urbañska63@wp.com;Grunwaldzka 187/14;Suwa³ki
86071607063;Micha³;Kowalczyk;16.07.1986;female;L990645;283711244;Micha³.Kowalczyk86@gmail.com;Kolejowa 31/20;Gdañsk
60022268329;Krzysztof;Walczak;22.02.1960;female;L903711;315586880;Krzysztof.Walczak60@tlen.com;Parkowa 242/29;Suwa³ki
87111940470;Krzysztof;Zalewski;19.11.1987;male;D119607;161017041;Krzysztof.Zalewski87@tlen.com;Akacjowa 159/73;Wroc³aw
86122918529;Dariusz;Cieœlak;29.12.1986;female;A303542;908413189;Dariusz.Cieœlak86@gmail.com;£akowa 213/33;Rzeszów
54100651699;Piotr;Soko³owski;06.10.1954;male;N645885;972265911;Piotr.Soko³owski54@tlen.com;Akacjowa 188/34;Wroc³aw
82020405957;Adam;Baran;04.02.1982;male;O877881;890659965;Adam.Baran82@wp.com;Lipowa 265/0;Zakopane
68012025198;Piotr;WoŸniak;20.01.1968;male;I551865;747098015;Piotr.WoŸniak68@gmail.com;Zielona 277/2;£ódŸ
54011983332;Rafa³;Sadowska;19.01.1954;male;T168813;163652609;Rafa³.Sadowska54@wp.com;Krótka 91/64;Olsztyn
